	mock_6h_1	mock_6h_2	mock_6h_3	D36E_6h_1	D36E_6h_2	D36E_6h_3
AT1G05253	0	1	8	1	0	1
AT1G05257	0	0	1	0	0	0
AT1G05260	0	0	1	0	1	0
AT1G05263	0	0	0	0	0	0
AT1G05267	0	1	0	0	0	0
AT1G05270	371	720	706	1111	973	756
AT1G05273	0	0	0	0	0	0
AT1G05277	0	0	0	1	2	0
AT1G05280	0	1	0	0	0	0
AT1G05283	0	0	0	0	0	0
AT1G05287	0	0	0	0	1	0
AT1G05290	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0
AT1G05293	0	0	5	1	2	0
AT1G05297	0	0	0	0	0	0
AT1G05300	198	166	199	3159	3362	3060
AT1G05303	0	0	0	0	0	0
AT1G05307	0	0	0	0	0	0
AT1G05310	16	39	18	11	13	7
AT1G05313	0	0	0	0	0	0
AT1G05317	0	1	0	0	1	0
AT1G05320	351	613	800	511	450	432
AT1G05323	0	0	0	0	0	0
AT1G05327	0	0	0	0	0	0
AT1G05330	0	0	0	5	1	0
AT1G05333	0	0	0	0	0	0
AT1G05337	0	0	0	0	1	0
AT1G05340	34	23	39	668	530	491
AT1G05343	0	0	0	2	0	0
AT1G05347	2	0	0	4	6	4
AT1G05350	365	780	769	2663	2397	1847
AT1G05353	0	0	0	0	0	0
AT1G05357	0	0	0	0	0	0
AT1G05360	61	108	143	188	161	165
AT1G05363	0	0	0	0	0	0
AT1G05367	0	0	0	0	0	0
AT1G05370	8	18	4	4	5	1
AT1G05373	0	0	0	0	0	0
AT1G05377	0	0	0	0	0	0
AT1G05380	420	881	885	1159	896	872
AT1G05383	0	0	0	0	0	0
AT1G05385	235	422	421	38	59	47
AT1G05387	0	0	0	0	0	0
AT1G05390	0	0	0	0	0	0
AT1G05397	0	0	0	0	1	0
AT1G05400	2	13	10	6	12	16
AT1G05407	0	0	0	0	0	0
AT1G05410	92	154	173	180	144	123
AT1G05413	0	0	0	0	0	0
AT1G05417	0	0	0	0	0	0
AT1G05420	24	18	15	8	2	3
AT1G05423	0	0	0	0	0	0
AT1G05427	0	0	0	0	0	0
AT1G05430	250	449	461	418	333	260
AT1G05433	0	0	0	0	0	0
AT1G05440	1	5	0	0	0	2
AT1G05443	0	0	0	0	0	0
AT1G05447	0	0	0	1	1	0
AT1G05450	0	0	0	1	0	0
AT1G05453	0	0	0	3	7	7
AT1G05460	125	235	284	26	39	30
AT1G05463	0	0	1	1	2	0
AT1G05467	0	0	0	0	0	0
AT1G05470	45	84	79	15	18	24
AT1G05473	0	0	0	0	0	0
AT1G05477	0	0	0	0	0	0
AT1G05483	0	0	0	0	0	0
AT1G05487	0	0	0	0	0	0
AT1G05490	0	1	4	2	0	0
AT1G05493	0	0	0	0	0	0
AT1G05497	0	0	0	0	0	0
AT1G05500	579	966	1186	1360	1193	1013
AT1G05507	0	0	0	0	0	0
AT1G05510	0	0	0	0	0	0
AT1G05517	3	0	0	0	0	0
AT1G05520	418	875	875	1955	1561	1404
AT1G05523	2	5	3	3	3	4
AT1G05527	0	0	0	0	0	0
AT1G05530	0	0	2	0	1	0
AT1G05533	0	0	0	0	0	0
AT1G05537	0	0	0	0	0	0
AT1G05540	70	128	176	11	2	6
AT1G05543	0	0	0	0	0	0
AT1G05547	0	0	0	0	0	0
AT1G05550	1	2	3	1	0	0
AT1G05553	0	0	0	0	0	0
AT1G05557	1	0	1	0	3	1
AT1G05560	331	761	882	341	298	276
AT1G05562	373	556	790	31	60	40
AT1G05563	0	0	0	0	0	0
AT1G05567	0	0	0	0	0	0
AT1G05570	1123	2563	2052	1683	1332	1170
AT1G05575	11	18	15	35	33	25
AT1G05577	0	0	0	1	0	2
AT1G05580	0	0	0	0	0	0
AT1G05583	0	0	0	0	0	0
AT1G05587	0	0	0	0	0	0
AT1G05590	166	362	309	148	136	112
AT1G05593	0	0	0	0	0	0
AT1G05597	0	0	0	0	0	0
AT1G05600	69	120	94	70	52	38
AT1G05603	0	0	0	0	0	0
AT1G05607	0	0	0	0	0	0
AT1G05610	2	3	2	9	1	0
AT1G05613	0	0	0	0	0	0
AT1G05615	0	0	0	0	0	0
AT1G05617	0	0	0	0	0	0
AT1G05620	56	109	96	63	49	46
AT1G05623	0	0	0	0	0	0
AT1G05627	0	0	0	0	0	0
AT1G05630	332	770	743	611	499	417
AT1G05633	0	0	0	0	0	0
AT1G05637	0	0	0	0	0	0
AT1G05640	15	129	109	34	26	19
AT1G05643	0	0	0	0	0	0
AT1G05647	0	0	0	0	0	0
AT1G05650	0	0	0	0	0	0
AT1G05653	0	0	0	0	0	0
AT1G05657	0	0	0	0	0	0
AT1G05660	0	0	0	0	0	0
AT1G05663	0	0	0	0	0	0
AT1G05667	0	0	0	0	0	0
AT1G05670	70	192	158	124	88	69
AT1G05673	0	0	0	0	0	0
AT1G05675	8	17	19	134	185	129
AT1G05680	4	0	0	21	10	23
AT1G05683	0	0	0	0	0	0
AT1G05687	0	0	1	0	0	0
AT1G05690	54	98	84	27	24	39
AT1G05693	0	0	0	0	0	0
AT1G05697	0	0	0	0	0	0
AT1G05700	0	0	1	140	167	385
AT1G05703	0	2	2	3	0	6
AT1G05707	0	0	0	0	0	0
AT1G05710	23	61	54	430	275	297
AT1G05713	0	0	0	0	0	0
AT1G05717	0	0	0	0	0	0
AT1G05720	172	373	431	448	462	332
AT1G05723	0	0	0	0	0	0
AT1G05727	0	0	0	1	0	0
AT1G05730	11	30	30	57	49	41
AT1G05733	0	0	0	0	0	0
AT1G05737	0	0	0	0	0	0
AT1G05740	0	1	2	2	0	0
AT1G05747	0	0	0	0	0	0
AT1G05750	66	168	206	127	88	89
AT1G05753	1	0	2	2	1	0
AT1G05757	1	0	3	0	0	0
AT1G05760	7	44	15	41	30	21
AT1G05763	0	0	0	0	0	0
AT1G05767	0	0	0	0	0	0
AT1G05770	7	8	4	15	3	2
AT1G05773	0	1	4	6	13	2
AT1G05777	1	4	7	0	1	0
AT1G05780	27	42	34	113	87	73
AT1G05783	0	13	4	44	34	21
AT1G05785	28	90	48	163	126	100
AT1G05787	0	0	0	0	0	0
AT1G05790	311	606	450	395	382	288
AT1G05793	0	0	0	0	0	0
AT1G05797	0	0	0	0	0	0
AT1G05800	0	0	0	0	0	0
AT1G05803	0	0	0	0	0	0
AT1G05805	570	779	788	993	983	892
AT1G05807	0	0	0	0	0	0
AT1G05810	61	79	83	59	59	37
AT1G05813	0	0	0	0	0	0
AT1G05817	0	0	0	0	0	0
AT1G05820	21	30	29	66	33	25
AT1G05823	0	0	0	0	0	0
AT1G05827	0	0	0	0	0	0
AT1G05830	303	642	592	639	452	414
AT1G05833	0	0	0	0	0	0
AT1G05835	0	3	1	0	2	8
AT1G05837	0	0	1	0	0	0
AT1G05840	261	416	392	838	696	595
AT1G05843	0	0	0	0	0	0
AT1G05847	0	0	0	0	0	0
AT1G05850	5837	8239	12592	3413	3970	3555
AT1G05853	0	0	0	0	0	0
AT1G05857	0	0	0	0	0	0
AT1G05860	76	174	165	48	36	49
AT1G05863	0	0	0	0	0	0
AT1G05867	0	1	0	0	0	1
AT1G05870	141	223	283	82	69	43
AT1G05873	0	1	0	1	0	0
AT1G05880	18	41	17	288	199	129
AT1G05887	0	0	0	0	0	0
AT1G05890	546	965	918	1619	1399	1147
AT1G05893	0	0	0	0	0	0
AT1G05894	6	5	1	18	6	3
AT1G05897	0	0	0	0	0	0
AT1G05900	142	224	212	140	168	131
AT1G05903	0	0	0	0	0	0
AT1G05907	0	0	0	0	0	0
AT1G05910	369	737	792	939	720	631
AT1G05913	0	0	0	0	0	0
AT1G05917	0	0	0	0	0	0
AT1G05920	0	0	0	0	0	0
AT1G05927	0	0	0	2	3	0
AT1G05930	0	0	0	0	0	0
AT1G05933	0	0	0	0	1	0
AT1G05937	0	0	0	0	0	0
AT1G05940	376	839	885	652	664	532
AT1G05943	0	0	0	0	0	0
AT1G05947	0	0	0	0	0	0
AT1G05950	29	67	64	7	14	8
AT1G05953	0	0	0	0	0	0
AT1G05957	0	0	0	0	0	0
AT1G05960	525	1209	1104	940	818	765
AT1G05963	0	0	0	0	0	0
AT1G05967	0	0	0	0	0	0
AT1G05970	45	104	74	25	22	28
AT1G05973	0	0	1	0	0	0
AT1G05977	0	0	0	0	0	0
AT1G05980	0	0	0	0	0	0
AT1G05983	0	0	0	1	0	0
AT1G05987	0	0	0	0	0	0
AT1G05990	0	0	0	0	0	0
AT1G05993	0	0	0	1	0	0
AT1G05997	0	0	0	0	0	0
AT1G06000	119	289	405	302	265	171
AT1G06002	104	234	273	184	188	121
AT1G06003	0	0	0	0	0	0
AT1G06007	0	0	0	0	0	0
AT1G06010	96	127	138	148	133	95
AT1G06013	0	0	0	0	0	0
AT1G06017	0	0	0	0	0	1
AT1G06020	3	12	4	13	7	9
AT1G06023	0	0	0	0	0	0
AT1G06027	0	0	0	0	0	0
AT1G06030	0	1	0	4	1	1
AT1G06033	0	4	4	5	1	0
AT1G06037	0	0	0	0	0	0
AT1G06040	1787	2398	2471	1172	1230	957
AT1G06043	0	0	0	0	0	0
AT1G06045	0	0	2	0	0	2
AT1G06047	0	0	0	0	0	0
AT1G06050	60	69	81	207	208	148
AT1G06053	0	0	0	0	0	0
AT1G06057	0	0	0	0	0	0
AT1G06060	223	299	269	476	403	347
AT1G06063	0	0	0	0	0	0
AT1G06067	0	0	0	0	0	0
AT1G06070	131	257	266	552	392	352
AT1G06073	0	0	0	0	0	0
AT1G06080	10	1	0	0	0	0
AT1G06083	0	0	1	3	3	0
AT1G06087	0	5	0	2	0	1
AT1G06090	0	4	1	1	3	1
AT1G06093	0	0	0	0	0	0
AT1G06097	0	0	0	0	0	0
AT1G06100	0	0	0	0	0	0
AT1G06103	0	0	0	0	0	0
AT1G06110	320	466	462	309	246	206
AT1G06113	0	0	0	0	0	0
AT1G06117	0	0	0	0	0	0
AT1G06120	0	0	0	0	0	0
AT1G06123	0	0	0	0	0	0
AT1G06127	0	0	0	0	0	0
AT1G06130	293	576	475	484	502	381
AT1G06133	0	0	0	0	0	0
AT1G06135	0	0	0	9	8	7
AT1G06137	0	0	0	2	0	1
AT1G06140	21	51	42	59	35	46
AT1G06143	50	94	80	33	33	31
AT1G06147	0	0	0	0	0	0
AT1G06148	1	0	0	6	6	6
AT1G06150	368	655	631	492	425	393
AT1G06153	1	0	0	22	10	17
AT1G06157	0	0	0	0	0	0
AT1G06160	27	2	5	42	25	35
AT1G06163	0	0	0	0	0	0
AT1G06170	0	5	1	2	0	0
AT1G06173	0	0	0	0	0	0
AT1G06177	4	8	19	6	2	0
AT1G06180	1	4	6	24	31	18
AT1G06187	0	0	0	0	0	0
AT1G06190	797	1500	1658	599	489	483
AT1G06197	0	0	0	1	0	0
AT1G06200	469	685	850	907	812	690
AT1G06203	0	0	0	0	0	0
AT1G06207	0	0	1	0	1	0
AT1G06210	316	577	572	1418	1157	898
AT1G06213	0	0	0	1	0	0
AT1G06217	0	0	0	0	0	0
AT1G06220	783	1760	1904	1398	961	994
AT1G06225	0	0	0	0	0	0
AT1G06227	0	0	0	0	0	0
AT1G06230	537	1021	922	1711	1370	1209
AT1G06233	0	1	3	0	0	0
AT1G06237	0	0	0	3	0	0
AT1G06240	180	405	421	47	58	46
AT1G06243	0	0	0	0	0	0
AT1G06247	0	0	0	0	0	0
AT1G06250	1	2	0	0	1	0
AT1G06253	0	0	0	0	0	0
AT1G06257	1	0	0	0	0	0
AT1G06260	0	0	0	0	0	0
AT1G06263	0	0	0	0	0	0
AT1G06265	57	185	112	13	22	17
AT1G06267	0	0	0	0	0	0
AT1G06270	33	96	76	27	21	34
AT1G06273	2	6	2	1	3	0
AT1G06277	0	0	1	0	0	0
AT1G06280	0	0	0	0	0	0
AT1G06283	4	10	4	2	4	6
AT1G06287	0	0	0	0	0	0
AT1G06290	648	1325	1332	2121	1875	1568
AT1G06293	0	0	0	0	0	0
AT1G06297	0	0	0	0	0	0
AT1G06303	0	0	0	0	0	0
AT1G06307	0	0	0	0	0	0
AT1G06310	0	0	0	0	0	0
AT1G06313	0	0	0	0	0	0
AT1G06317	0	0	0	0	0	0
AT1G06320	0	0	0	0	0	0
AT1G06323	0	0	0	0	0	0
AT1G06327	0	0	0	0	0	0
AT1G06330	0	0	0	0	0	0
AT1G06333	0	0	0	0	0	0
AT1G06337	0	0	0	0	0	1
AT1G06340	0	3	0	3	1	0
AT1G06343	0	0	0	0	0	0
AT1G06347	0	0	0	0	0	0
AT1G06350	0	4	0	0	0	0
AT1G06353	0	0	0	0	0	0
AT1G06357	0	0	0	0	0	0
AT1G06360	1	3	6	0	0	0
AT1G06363	0	0	0	0	0	0
AT1G06373	0	0	0	0	0	0
AT1G06377	0	0	0	0	0	0
AT1G06380	73	184	200	170	141	115
AT1G06383	0	0	0	0	0	0
AT1G06387	0	0	0	0	0	0
AT1G06390	385	765	706	1495	1120	1038
AT1G06393	0	0	0	0	0	0
AT1G06397	0	0	0	0	0	0
AT1G06400	335	480	497	251	246	167
AT1G06403	0	0	0	0	0	0
AT1G06407	0	0	0	0	0	0
AT1G06410	1483	2018	2119	2434	1926	1684
AT1G06413	0	0	0	0	0	0
AT1G06417	0	0	0	0	0	0
AT1G06420	3	9	7	1	1	0
AT1G06423	9	21	8	7	5	3
AT1G06427	0	0	0	0	0	0
AT1G06430	1114	2025	2012	855	1109	706
AT1G06433	0	0	0	0	0	0
AT1G06437	0	0	0	0	0	0
AT1G06440	19	48	49	31	9	24
AT1G06443	0	0	0	0	0	0
AT1G06447	0	0	0	0	0	0
AT1G06450	3	24	11	52	36	31
AT1G06453	0	0	0	0	0	0
AT1G06457	0	0	0	0	0	0
AT1G06460	5985	10738	10495	2115	2073	2048
AT1G06463	0	0	0	0	0	0
AT1G06467	0	0	0	0	0	0
AT1G06470	346	731	543	802	544	502
AT1G06473	3	7	4	4	4	0
AT1G06475	0	5	9	4	2	5
AT1G06480	0	0	0	0	0	0
AT1G06483	0	0	0	0	0	0
AT1G06487	0	0	0	0	0	0
AT1G06490	32	95	31	73	20	20
AT1G06493	0	0	0	0	0	0
AT1G06497	0	0	0	0	0	0
AT1G06500	84	179	127	47	51	44
AT1G06507	0	0	0	0	0	0
AT1G06510	246	500	540	294	307	252
AT1G06513	0	0	0	0	2	0
AT1G06515	54	132	136	210	166	134
AT1G06517	0	0	0	0	0	0
AT1G06520	35	36	45	154	119	111
AT1G06523	0	0	0	0	0	0
AT1G06527	0	0	0	0	0	0
AT1G06530	709	1768	1998	2603	2550	1760
AT1G06533	0	0	0	0	0	0
AT1G06537	0	0	1	0	3	0
AT1G06540	3	11	19	40	22	18
AT1G06543	0	0	0	0	0	0
AT1G06547	1	7	8	6	0	4
AT1G06550	286	542	552	698	512	423
AT1G06553	2	12	5	0	2	2
AT1G06557	0	0	0	0	0	0
AT1G06560	133	314	318	153	116	77
AT1G06567	0	0	0	0	0	0
AT1G06570	245	231	206	468	478	400
AT1G06573	2	3	2	14	21	11
AT1G06577	0	0	0	0	0	0
AT1G06580	20	37	34	28	34	32
AT1G06583	0	0	0	0	0	0
AT1G06587	1	7	6	5	5	5
AT1G06590	65	137	77	202	146	134
AT1G06593	0	0	2	0	3	0
AT1G06597	0	0	0	0	0	0
AT1G06603	0	0	0	0	0	0
AT1G06607	0	0	0	0	0	0
AT1G06610	0	0	0	0	0	0
AT1G06613	0	0	0	0	0	0
AT1G06617	0	0	0	0	0	0
AT1G06620	23	87	82	101	110	64
AT1G06623	0	0	0	0	0	0
AT1G06627	0	0	0	0	0	0
AT1G06630	116	224	156	200	141	127
AT1G06633	0	0	0	0	0	0
AT1G06637	0	0	0	0	0	0
AT1G06640	408	858	984	349	370	354
AT1G06643	0	0	0	0	0	0
AT1G06645	257	508	424	134	119	78
AT1G06647	0	0	0	0	1	0
AT1G06650	1029	1965	1907	1977	1875	1590
AT1G06653	0	0	0	0	0	0
AT1G06657	0	0	0	0	0	0
AT1G06660	0	1	2	3	0	0
AT1G06663	0	0	0	0	0	0
AT1G06667	0	0	0	0	0	0
AT1G06670	473	1144	1264	1025	900	789
AT1G06673	0	0	0	0	0	0
AT1G06677	0	0	0	0	0	0
AT1G06680	59508	97313	107755	10439	20110	14849
AT1G06683	0	0	0	0	0	0
AT1G06687	0	0	0	0	0	0
AT1G06690	488	837	779	193	226	218
AT1G06693	0	0	0	0	0	0
AT1G06697	0	0	0	0	0	0
AT1G06700	851	1449	1457	2281	1805	1619
AT1G06703	0	0	0	0	0	0
AT1G06707	0	0	0	0	0	0
AT1G06710	70	160	186	98	80	87
AT1G06713	0	0	0	0	0	0
AT1G06717	6	2	4	3	0	1
AT1G06720	289	817	778	896	731	684
AT1G06723	0	0	0	0	0	0
AT1G06727	0	0	0	0	0	0
AT1G06730	146	317	318	252	226	195
AT1G06733	0	0	0	0	0	0
AT1G06737	0	2	0	1	0	0
AT1G06740	23	44	41	32	28	27
AT1G06743	0	0	0	0	0	0
AT1G06747	0	0	0	0	0	0
AT1G06750	0	0	0	1	0	2
AT1G06753	0	0	0	0	0	0
AT1G06757	0	0	0	0	0	0
AT1G06760	1435	1709	2041	1512	1824	1183
AT1G06770	95	201	154	368	282	240
AT1G06773	0	1	0	1	0	0
AT1G06777	0	0	0	0	0	0
AT1G06780	99	239	223	546	410	378
AT1G06783	0	0	0	0	0	0
AT1G06787	0	1	0	1	0	0
AT1G06790	69	152	156	110	84	71
AT1G06797	0	0	0	0	0	0
AT1G06800	115	167	240	355	339	297
AT1G06810	0	0	0	2	0	0
AT1G06817	0	0	0	0	0	0
AT1G06820	445	929	880	381	336	250
AT1G06823	0	0	0	0	0	0
AT1G06827	0	0	0	0	0	0
AT1G06830	35	178	97	102	65	78
AT1G06837	0	0	0	0	0	0
AT1G06840	235	292	402	448	420	395
AT1G06850	37	91	91	151	139	120
AT1G06853	0	0	0	0	0	0
AT1G06857	0	0	0	0	0	0
AT1G06860	0	0	0	0	0	0
AT1G06863	0	0	0	0	0	0
AT1G06867	0	0	0	0	0	0
AT1G06870	173	341	363	637	542	447
AT1G06873	2	0	1	0	0	0
AT1G06877	0	0	0	0	0	0
AT1G06880	0	0	0	0	0	0
AT1G06883	0	0	0	0	0	0
AT1G06890	503	1002	1168	1813	1558	1385
AT1G06897	0	0	0	0	0	0
AT1G06900	513	1015	1055	1026	817	819
AT1G06903	0	0	0	0	0	0
AT1G06907	0	0	0	0	0	0
AT1G06910	49	123	97	49	22	34
AT1G06913	0	0	0	0	0	0
AT1G06917	0	0	0	0	0	0
AT1G06920	0	0	0	0	0	0
AT1G06923	0	0	0	0	0	0
AT1G06925	0	0	0	0	0	0
AT1G06927	0	0	0	0	0	0
AT1G06930	0	0	0	0	0	0
AT1G06933	0	0	0	0	0	0
AT1G06937	0	0	0	0	0	0
AT1G06943	0	0	0	0	0	0
AT1G06947	0	0	0	0	0	0
AT1G06950	2005	4799	4897	1666	1528	1384
AT1G06953	0	0	0	0	2	0
AT1G06957	0	0	0	1	0	0
AT1G06960	134	263	213	125	125	91
AT1G06963	0	0	0	0	0	0
AT1G06967	0	0	0	0	0	0
AT1G06970	0	0	0	2	1	1
AT1G06973	0	0	0	0	0	0
AT1G06977	0	0	0	0	0	0
AT1G06980	41	51	73	1	7	8
AT1G06983	0	0	0	60	44	50
AT1G06987	0	0	0	0	0	0
AT1G06990	0	0	0	0	0	0
AT1G06993	15	7	12	0	0	0
AT1G06997	0	0	0	0	0	0
AT1G07000	629	1016	1053	5819	4819	4414
AT1G07003	0	0	0	0	0	0
AT1G07007	0	0	0	0	0	0
AT1G07010	467	1094	983	161	177	159
AT1G07013	0	0	0	0	0	0
AT1G07017	0	0	0	0	0	0
AT1G07020	95	193	146	431	435	325
AT1G07023	0	0	0	0	0	0
AT1G07025	0	0	0	2	0	0
AT1G07027	0	0	2	0	0	0
AT1G07030	257	544	592	1436	1257	1126
AT1G07040	389	762	621	677	546	493
AT1G07050	1873	4149	4136	289	262	213
AT1G07051	0	0	0	0	0	0
AT1G07060	2	0	0	16	6	15
AT1G07070	85	222	184	82	89	61
AT1G07080	934	1422	1795	951	1018	785
AT1G07090	83	159	262	168	170	164
AT1G07100	0	0	0	0	0	0
AT1G07110	2807	5257	5273	689	670	596
AT1G07117	0	0	0	0	0	0
AT1G07119	7	12	19	5	7	5
AT1G07120	1	4	8	1	0	3
AT1G07123	0	0	0	0	0	0
AT1G07127	0	0	0	0	0	0
AT1G07128	22	26	23	195	148	153
AT1G07130	18	22	20	35	36	34
AT1G07133	0	0	0	0	0	0
AT1G07135	89	92	148	1512	1195	814
AT1G07137	0	0	0	0	0	0
AT1G07140	1669	3442	4040	6575	6277	4887
AT1G07143	0	1	4	1	0	0
AT1G07147	0	0	0	0	0	0
AT1G07150	17	42	34	35	26	23
AT1G07157	0	0	0	0	0	0
AT1G07160	0	6	6	1268	919	1078
AT1G07163	0	0	0	0	0	0
AT1G07167	0	0	1	0	0	0
AT1G07170	102	152	119	264	213	155
AT1G07173	0	0	0	0	0	0
AT1G07175	0	0	0	21	5	22
AT1G07177	0	0	0	0	0	0
AT1G07180	141	89	60	122	160	103
AT1G07183	0	0	0	0	0	0
AT1G07187	0	8	10	0	0	0
AT1G07190	0	0	0	0	0	0
AT1G07193	0	0	0	0	0	0
AT1G07197	0	0	0	0	0	0
AT1G07200	213	604	501	425	356	280
AT1G07210	249	493	532	742	586	548
AT1G07220	321	615	547	807	777	561
AT1G07230	515	812	953	2058	2226	1847
AT1G07233	0	0	0	0	0	0
AT1G07237	0	0	0	0	0	0
AT1G07240	275	369	384	520	526	490
AT1G07243	0	0	0	0	0	0
AT1G07247	0	0	0	0	0	0
AT1G07250	663	972	1196	484	450	415
AT1G07253	0	0	0	0	0	0
AT1G07257	0	0	0	0	0	0
AT1G07260	4	5	16	1	4	7
AT1G07263	0	0	0	0	0	0
AT1G07267	0	0	0	0	0	0
AT1G07270	1	18	7	5	6	0
AT1G07273	0	0	0	0	0	0
AT1G07277	0	0	0	0	0	0
AT1G07280	3769	5909	6135	1557	1598	1343
AT1G07283	0	0	0	0	0	0
AT1G07287	0	0	1	0	1	1
AT1G07290	21	9	20	22	9	10
AT1G07293	0	0	0	0	0	0
AT1G07297	0	0	0	0	0	0
AT1G07300	36	78	80	70	48	22
AT1G07303	0	0	0	0	0	0
AT1G07310	572	654	917	1565	1669	1380
AT1G07313	0	13	3	2	2	0
AT1G07317	0	0	0	0	0	0
AT1G07320	3352	6292	6881	685	815	686
AT1G07323	0	0	0	1	0	2
AT1G07327	0	0	0	0	0	0
AT1G07330	1	0	3	0	1	2
AT1G07333	0	0	0	0	0	0
AT1G07337	0	0	0	0	0	0
AT1G07340	0	0	0	0	0	0
AT1G07343	0	0	0	0	0	0
AT1G07347	0	0	0	0	0	0
AT1G07350	329	1019	1042	1133	1079	951
AT1G07353	0	0	0	0	0	0
AT1G07357	0	0	0	0	0	0
AT1G07360	611	909	997	1646	1341	1169
AT1G07367	0	1	0	0	0	1
AT1G07370	31	105	80	37	40	28
AT1G07373	0	0	0	0	0	0
AT1G07380	98	188	119	140	126	101
AT1G07383	0	0	0	0	0	0
AT1G07390	63	114	117	377	262	248
AT1G07393	0	0	0	0	0	0
AT1G07397	0	0	0	0	0	0
AT1G07400	16	23	33	902	1132	834
AT1G07407	0	0	0	0	1	0
AT1G07410	10	21	15	42	39	35
AT1G07413	0	0	0	0	0	0
AT1G07417	0	0	0	0	0	0
AT1G07420	390	540	566	382	293	309
AT1G07423	0	0	0	0	0	0
AT1G07430	60	112	136	110	76	62
AT1G07433	0	0	0	0	0	0
AT1G07437	0	0	0	0	0	0
AT1G07440	821	1980	2097	42	104	100
AT1G07447	0	0	0	0	0	0
AT1G07450	2	13	6	0	0	2
AT1G07453	0	0	0	0	0	0
AT1G07457	2	4	2	1	4	0
AT1G07460	0	0	0	0	0	0
AT1G07463	0	0	0	0	0	1
AT1G07467	0	0	0	0	0	0
AT1G07470	167	315	299	508	381	328
AT1G07473	0	0	0	0	0	0
AT1G07476	0	0	0	0	0	0
AT1G07477	6	1	7	4	0	0
AT1G07480	178	300	232	332	289	283
AT1G07483	0	0	0	0	0	0
AT1G07485	3	8	10	0	0	0
AT1G07487	0	0	0	0	0	0
AT1G07490	13	30	18	0	0	0
AT1G07493	0	0	0	0	0	0
AT1G07497	0	0	0	0	0	0
AT1G07500	0	0	0	0	0	0
AT1G07503	0	0	0	0	0	0
AT1G07507	0	0	0	0	0	0
AT1G07510	331	655	686	977	961	798
AT1G07513	4	2	4	2	4	1
AT1G07517	1	1	0	3	3	0
AT1G07520	105	122	149	535	466	383
AT1G07523	0	0	0	0	0	0
AT1G07527	0	0	0	0	0	0
AT1G07530	381	682	675	1018	785	722
AT1G07533	0	0	0	0	0	0
AT1G07537	0	0	0	0	0	0
AT1G07540	0	0	0	0	0	0
AT1G07543	0	0	0	0	0	0
AT1G07547	0	1	0	2	0	0
AT1G07550	0	0	0	0	0	0
AT1G07553	0	0	0	0	0	0
AT1G07557	0	0	0	0	0	0
AT1G07560	0	0	0	10	3	5
AT1G07563	1	0	1	0	0	0
AT1G07567	0	0	1	0	0	0
AT1G07570	92	121	96	645	609	483
AT1G07573	0	0	0	0	0	0
AT1G07580	0	0	0	0	0	0
AT1G07583	0	0	0	0	0	0
AT1G07587	2	0	0	0	2	0
AT1G07590	2167	2902	1919	6243	4067	3138
AT1G07593	0	0	0	0	0	0
AT1G07597	0	0	0	0	0	0
AT1G07600	0	0	0	0	0	0
AT1G07603	2	0	0	0	0	0
AT1G07607	0	0	0	0	0	1
AT1G07610	65	163	99	289	159	147
AT1G07613	0	0	0	1	0	0
AT1G07615	53	158	149	179	139	123
AT1G07617	2	0	0	0	0	0
AT1G07620	111	136	114	997	923	884
AT1G07623	0	0	0	0	0	0
AT1G07627	0	0	0	0	0	0
AT1G07630	346	703	750	2927	2664	2216
AT1G07633	0	0	0	0	0	0
AT1G07637	0	0	7	3	0	0
AT1G07640	492	1034	708	1390	908	778
AT1G07645	0	0	0	0	0	0
AT1G07647	0	0	0	2	3	5
AT1G07650	1532	2092	2272	1538	1465	1252
AT1G07653	0	0	0	0	0	0
AT1G07657	0	0	0	0	0	0
AT1G07660	127	238	231	286	248	223
AT1G07663	0	0	3	4	0	0
AT1G07667	0	3	0	0	0	0
AT1G07670	665	1485	1511	2867	2370	1940
AT1G07673	0	0	0	0	0	0
AT1G07680	0	0	0	0	0	0
AT1G07683	0	0	0	2	1	1
AT1G07690	0	0	2	0	0	2
AT1G07693	0	0	0	1	0	0
AT1G07697	0	0	0	0	0	0
AT1G07700	651	1207	1069	1055	885	667
AT1G07702	0	1	0	1	0	0
AT1G07703	0	0	0	0	0	1
AT1G07705	340	619	591	784	607	595
AT1G07707	0	0	0	0	0	0
AT1G07710	2	2	12	2	5	2
AT1G07717	0	0	0	0	0	0
AT1G07720	613	915	1647	260	280	234
AT1G07723	0	0	0	0	0	0
AT1G07725	0	0	6	6	5	6
AT1G07727	0	0	0	0	0	0
AT1G07728	162	202	271	341	326	236
AT1G07730	0	0	0	0	0	0
AT1G07733	0	0	0	2	0	0
AT1G07737	0	0	0	0	0	0
AT1G07740	24	75	69	35	32	20
AT1G07743	7	30	19	7	2	7
AT1G07745	52	90	70	64	42	34
AT1G07747	0	0	0	0	0	0
AT1G07750	260	372	512	316	335	267
AT1G07753	2	0	0	1	0	0
AT1G07757	0	0	0	0	0	0
AT1G07760	0	0	0	0	0	0
AT1G07763	0	0	0	0	0	0
AT1G07767	0	0	0	0	0	0
AT1G07770	813	2019	1548	1737	1527	1008
AT1G07773	0	0	0	0	0	0
AT1G07777	0	0	0	0	0	0
AT1G07780	76	218	161	57	33	31
AT1G07783	0	0	0	0	0	0
AT1G07787	0	0	0	0	0	0
AT1G07790	119	257	248	169	149	97
